sector,business_name,week,engagement_rate,engagement,posts_count,likes_count,comments_count,views_count,rolling_engagement_rate,business_growth,trend_class,n_states,final_trend_class
Fashion,Angel shop PS,2025-12-29/2026-01-04,0.0019285714285714,27.0,1,24.0,3.0,9700.0,0.0166071428571428,-0.46917808219178125,declining,3,inconsistent
Fashion,Angel shop PS,2026-01-05/2026-01-11,0.002,28.0,1,24.0,4.0,18000.0,0.0117380952380952,-0.29318996415770593,declining,3,inconsistent
Fashion,Angel shop PS,2026-01-12/2026-01-18,0.0035,49.0,1,43.0,6.0,15000.0,0.002476190476190467,-0.7890466531440163,declining,3,inconsistent
Fashion,Angel shop PS,2026-01-26/2026-02-01,0.0037857142857142,53.0,1,53.0,0.0,14000.0,0.0030952380952380663,0.2499999999999929,improving,3,inconsistent
Fashion,Angel shop PS,2026-02-09/2026-02-15,0.0026428571428571,37.0,2,64.0,10.0,94000.0,0.003309523809523767,0.06923076923076543,stable,3,inconsistent
Fashion,Angel shop PS,2026-03-30/2026-04-05,0.0044285714285714,62.0,1,53.0,9.0,14000.0,0.003619047619047567,0.09352517985611342,stable,3,inconsistent
Fashion,Angel shop PS,2026-04-06/2026-04-12,0.0243571428571428,341.0,2,600.0,82.0,68000.0,0.010476190476190432,1.8947368421052926,improving,3,inconsistent
Fashion,Angel shop PS,2026-04-13/2026-04-19,0.0005,7.0,1,5.0,2.0,8400.0,0.009761904761904734,-0.06818181818181701,stable,3,inconsistent
Fashion,Baby Bump,2026-01-19/2026-01-25,0.0002666666666666,4.0,1,2.0,2.0,0.0,0.0002666666666666,0.0,stable,3,inconsistent
Fashion,Baby Bump,2026-03-23/2026-03-29,0.0002333333333333,3.5,2,7.0,0.0,0.0,0.00024999999999995,-0.06249999999995304,stable,3,inconsistent
Fashion,Baby Bump,2026-03-30/2026-04-05,0.0001,1.5,2,3.0,0.0,0.0,0.00019999999999996667,-0.19999999999997342,declining,3,inconsistent
Fashion,Baby Bump,2026-04-06/2026-04-12,0.00115999999999998,17.4,5,85.0,2.0,0.0,0.0004977777777777601,1.4888888888892153,improving,3,inconsistent
Fashion,Bella Kids,2026-05-04/2026-05-10,0.0005974842767295334,3.1666666666666665,12,27.0,11.0,5072.0,0.0005974842767295334,0.0,stable,1,stable
Fashion,EUROMODA,2023-05-01/2023-05-07,0.0052027027027027,77.0,1,77.0,0.0,4788.0,0.0052027027027027,0.0,stable,3,inconsistent
Fashion,EUROMODA,2023-05-15/2023-05-21,0.0045945945945945,68.0,1,68.0,0.0,39800.0,0.0048986486486486,-0.058441558441567176,stable,3,inconsistent
Fashion,EUROMODA,2023-05-22/2023-05-28,0.004054054054054,60.0,1,59.0,1.0,4642.0,0.0046171171171170665,-0.05747126436781713,stable,3,inconsistent
Fashion,EUROMODA,2023-05-29/2023-06-04,0.0010135135135135,15.0,1,15.0,0.0,2282.0,0.0032207207207206666,-0.30243902439024795,declining,3,inconsistent
Fashion,EUROMODA,2023-09-18/2023-09-24,0.0159459459459459,236.0,1,236.0,0.0,45000.0,0.007004504504504467,1.1748251748251999,improving,3,inconsistent
Fashion,EUROMODA,2023-09-25/2023-10-01,0.00831081081081075,123.0,2,246.0,0.0,58032.0,0.008423423423423384,0.2025723472668819,improving,3,inconsistent
Fashion,EUROMODA,2023-10-02/2023-10-08,0.0066216216216216,98.0,1,98.0,0.0,56400.0,0.01029279279279275,0.22192513368984024,improving,3,inconsistent
Fashion,Fashion Shop Ramallah,2026-04-27/2026-05-03,8.080808080806666e-05,1.3333333333333333,3,4.0,0.0,596.0,8.080808080806666e-05,0.0,stable,2,stable
Fashion,Fashion Shop Ramallah,2026-05-04/2026-05-10,0.00014545454545451212,2.4,5,12.0,0.0,1360.0,0.00011313131313128938,0.3999999999999513,improving,2,improving
Fashion,Ghazala__store غزالة ستور,2026-04-13/2026-04-19,0.0012903225806451,4.0,1,3.0,1.0,0.0,0.0012903225806451,0.0,stable,2,stable
Fashion,Ghazala__store غزالة ستور,2026-04-20/2026-04-26,0.0012903225806451,4.0,1,3.0,1.0,1000.0,0.0012903225806451,0.0,stable,2,stable
Fashion,Ghazala__store غزالة ستور,2026-04-27/2026-05-03,0.00010752688172040001,0.3333333333333333,3,1.0,0.0,2120.0,0.0008960573476701999,-0.305555555555562,declining,2,declining
Fashion,Ghazala__store غزالة ستور,2026-05-04/2026-05-10,0.0,0.0,1,0.0,0.0,652.0,0.00046594982078849995,-0.48000000000000453,declining,2,declining
Fashion,Grand Shop,2026-05-04/2026-05-10,0.000548,13.7,10,132.0,5.0,47900.0,0.000548,0.0,stable,1,stable
Fashion,Grand Stores Mall,2026-05-04/2026-05-10,0.0005064599483203969,21.77777777777778,9,196.0,0.0,36378.0,0.0005064599483203969,0.0,stable,1,stable
Fashion,Hala Fashion هلا فاشن,2026-05-04/2026-05-10,0.010444444444444444,10.444444444444445,9,90.0,4.0,7044.0,0.010444444444444444,0.0,stable,1,stable
Fashion,Hijjawi Fashion - الحجاوي للأزياء,2026-03-09/2026-03-15,2.8793774319066145e-05,7.4,5,36.0,1.0,0.0,2.8793774319066145e-05,0.0,stable,2,stable
Fashion,Hijjawi Fashion - الحجاوي للأزياء,2026-03-30/2026-04-05,3.501945525291829e-05,9.0,1,9.0,0.0,0.0,3.190661478599222e-05,0.10810810810810834,improving,2,improving
Fashion,Hijjawi Fashion - الحجاوي للأزياء,2026-04-06/2026-04-12,3.30739299610895e-05,8.5,2,17.0,0.0,0.0,3.229571984435798e-05,0.012195121951219523,stable,2,stable
Fashion,Hijjawi Fashion - الحجاوي للأزياء,2026-04-27/2026-05-03,4.280155642023346e-05,11.0,3,30.0,3.0,0.0,3.696498054474708e-05,0.14457831325301207,improving,2,improving
Fashion,KOTON Palestine,2024-09-23/2024-09-29,0.0049756888168557,307.0,1,307.0,0.0,106000.0,0.0049756888168557,0.0,stable,3,inconsistent
Fashion,KOTON Palestine,2024-12-23/2024-12-29,0.0160129659643436,988.0,1,988.0,0.0,167000.0,0.01049432739059965,1.109120521172656,improving,3,inconsistent
Fashion,KOTON Palestine,2025-02-17/2025-02-23,0.0086547811993517,534.0,1,529.0,5.0,105000.0,0.009881145326850332,-0.05842985842985782,stable,3,inconsistent
Fashion,KOTON Palestine,2026-03-09/2026-03-15,0.0,0.0,1,0.0,0.0,1264.0,0.008222582387898433,-0.16785128485511058,declining,3,inconsistent
Fashion,KOTON Palestine,2026-03-16/2026-03-22,0.0,0.0,1,0.0,0.0,1313.0,0.0028849270664505666,-0.6491458607095927,declining,3,inconsistent
Fashion,KOTON Palestine,2026-03-23/2026-03-29,0.0001134521880064,7.0,1,7.0,0.0,2659.0,3.7817396002133334e-05,-0.9868913857677999,declining,3,inconsistent
Fashion,KOTON Palestine,2026-04-20/2026-04-26,0.0002755267423014,17.0,1,15.0,2.0,2810.0,0.00012965964343593332,2.4285714285726874,improving,3,inconsistent
Fashion,KOTON Palestine,2026-04-27/2026-05-03,0.0002917341977309,18.0,1,17.0,1.0,2434.0,0.00022690437601289998,0.7500000000001286,improving,3,inconsistent
Fashion,LOFT Palestine,2026-02-16/2026-02-22,0.0009107468123861,4.0,2,8.0,0.0,36734.0,0.0009107468123861,0.0,stable,3,inconsistent
Fashion,LOFT Palestine,2026-02-23/2026-03-01,0.0300546448087431,132.0,1,130.0,2.0,224000.0,0.0154826958105646,16.000000000000988,improving,3,inconsistent
Fashion,LOFT Palestine,2026-03-02/2026-03-08,0.0209471766848816,92.0,2,184.0,0.0,1906000.0,0.017304189435336934,0.11764705882353121,improving,3,inconsistent
Fashion,LOFT Palestine,2026-03-16/2026-03-22,0.0357468123861566,157.0,2,310.0,4.0,72800.0,0.02891621129326043,0.6710526315789489,improving,3,inconsistent
Fashion,LOFT Palestine,2026-03-30/2026-04-05,0.002959927140255,13.0,1,13.0,0.0,1391.0,0.019884638737097737,-0.31233595800524894,declining,3,inconsistent
Fashion,Lujain fashion,2026-04-13/2026-04-19,0.0142857142857142,200.0,1,196.0,4.0,0.0,0.0142857142857142,0.0,stable,2,stable
Fashion,Lujain fashion,2026-04-27/2026-05-03,0.001864285714285677,26.1,10,249.0,12.0,0.0,0.008074999999999938,-0.43475000000000097,declining,2,declining
Fashion,MAS CO,2026-03-16/2026-03-22,0.0004166666666666,2.0,1,2.0,0.0,142.0,0.0004166666666666,0.0,stable,2,stable
Fashion,MAS CO,2026-05-04/2026-05-10,0.0006249999999999625,3.0,8,23.0,1.0,0.0,0.0005208333333332813,0.25000000000007505,improving,2,improving
Fashion,Mabella - مابيلا,2026-04-27/2026-05-03,0.00025974025974023475,20.0,4,78.0,2.0,18200.0,0.00025974025974023475,0.0,stable,2,stable
Fashion,Mabella - مابيلا,2026-05-04/2026-05-10,0.002280519480519453,175.6,5,873.0,5.0,29903.0,0.0012701298701298439,3.890000000000369,improving,2,improving
Fashion,Mikkawi 1955,2025-05-19/2025-05-25,0.0228085867620751,1275.0,1,1275.0,0.0,1900000.0,0.0228085867620751,0.0,stable,2,stable
Fashion,Mikkawi 1955,2025-08-04/2025-08-10,0.0028085867620751,157.0,1,152.0,5.0,310000.0,0.0128085867620751,-0.4384313725490203,declining,2,declining
Fashion,Mikkawi 1955,2026-04-20/2026-04-26,0.0013893858079904,77.66666666666667,3,231.0,2.0,70418.0,0.009002186444046866,-0.29717566728740064,declining,2,declining
Fashion,Mikkawi 1955,2026-04-27/2026-05-03,0.0019409660107334,108.5,2,213.0,4.0,76500.0,0.0020463128602663003,-0.7726871274011966,declining,2,declining
Fashion,Mikkawi 1955,2026-05-04/2026-05-10,0.0011091234347048,62.0,2,124.0,0.0,16752.0,0.0014798250844762,-0.27683341427878205,declining,2,declining
Fashion,ROZAL,2026-05-04/2026-05-10,0.0002479757085020032,18.846153846153847,13,225.0,20.0,61574.0,0.0002479757085020032,0.0,stable,1,stable
Fashion,Ronza Elegant,2026-05-04/2026-05-10,0.000714285714285675,10.0,12,115.0,5.0,6489.0,0.000714285714285675,0.0,stable,1,stable
Fashion,Shamsboutique,2026-03-09/2026-03-15,0.006765899864682001,5.0,3,15.0,0.0,12300.0,0.006765899864682001,0.0,stable,3,inconsistent
Fashion,Shamsboutique,2026-03-16/2026-03-22,0.005799342741155999,4.285714285714286,7,24.0,6.0,9900.0,0.006282621302919,-0.07142857142857151,stable,3,inconsistent
Fashion,Shamsboutique,2026-03-23/2026-03-29,0.0,0.0,2,0.0,0.0,3200.0,0.004188414201946,-0.33333333333333326,declining,3,inconsistent
Fashion,Shamsboutique,2026-05-04/2026-05-10,0.023680649526387,17.5,2,32.0,3.0,9566.0,0.009826664089181,1.3461538461538458,improving,3,inconsistent
Fashion,Venus Boutique / فينوس بوتيك,2025-05-05/2025-05-11,1.2540894220283534e-05,1.6428571428571428,14,22.0,1.0,232860.0,1.2540894220283534e-05,0.0,stable,1,stable
Fashion,drift.for.men,2025-03-03/2025-03-09,0.0134,335.0,1,334.0,1.0,97000.0,0.0134,0.0,stable,2,stable
Fashion,drift.for.men,2025-10-20/2025-10-26,0.00872,218.0,1,216.0,2.0,44900.0,0.01106,-0.17462686567164176,declining,2,declining
Fashion,جروان الدوار,2025-04-28/2025-05-04,0.0,0.0,3,0.0,0.0,20700.0,0.0,0.0,stable,1,stable
Fashion,جروان الدوار,2025-05-05/2025-05-11,0.0,0.0,11,0.0,0.0,103000.0,0.0,0.0,stable,1,stable
Fashion,متجر الأميرات للسيدات,2026-05-04/2026-05-10,0.006249999999999958,35.0,12,370.0,50.0,66293.0,0.006249999999999958,0.0,stable,1,stable
Fashion,متجر تبارك للزي الشرعي,2026-03-30/2026-04-05,0.0004974271012006455,26.363636363636363,11,284.0,6.0,80900.0,0.0004974271012006455,0.0,stable,2,stable
Fashion,متجر تبارك للزي الشرعي,2026-04-27/2026-05-03,0.0003018867924528,16.0,1,16.0,0.0,7000.0,0.00039965694682672273,-0.19655172413793653,declining,2,declining
Gym,Hulk Gym / Diaa Shabaro,2025-02-24/2025-03-02,0.00536,134.0,2,262.0,6.0,15164.0,0.00536,0.0,stable,2,stable
Gym,Hulk Gym / Diaa Shabaro,2025-03-03/2025-03-09,0.00453,113.25,4,449.0,4.0,21376.0,0.004945,-0.0774253731343284,stable,2,stable
Gym,Hulk Gym / Diaa Shabaro,2025-03-10/2025-03-16,0.005493333333333334,137.33333333333334,3,412.0,0.0,22118.0,0.005127777777777778,0.03696213908549617,stable,2,stable
Gym,Hulk Gym / Diaa Shabaro,2025-03-17/2025-03-23,0.00508,127.0,1,123.0,4.0,7677.0,0.005034444444444445,-0.01820151679306603,stable,2,stable
Gym,Hulk Gym / Diaa Shabaro,2025-04-07/2025-04-13,0.01276,319.0,1,319.0,0.0,16700.0,0.007777777777777778,0.544912822776429,improving,2,improving
Gym,Hulk Gym / Diaa Shabaro,2025-04-21/2025-04-27,0.0048,120.0,1,120.0,0.0,5864.0,0.007546666666666667,-0.029714285714285804,stable,2,stable
Gym,Hulk Gym / Diaa Shabaro,2025-06-16/2025-06-22,0.03096,774.0,1,774.0,0.0,43500.0,0.016173333333333335,1.1431095406360425,improving,2,improving
Gym,Hulk Gym / Diaa Shabaro,2025-07-21/2025-07-27,0.02188,547.0,1,547.0,0.0,161000.0,0.019213333333333332,0.1879637262984335,improving,2,improving
Gym,Hulk Gym / Diaa Shabaro,2025-07-28/2025-08-03,0.00952,238.0,1,238.0,0.0,65400.0,0.020786666666666665,0.08188757807078417,stable,2,stable
Gym,Pulse Gym & Fitness,2025-11-17/2025-11-23,0.0035576638007708,24.0,1,24.0,0.0,4594.0,0.0035576638007708,0.0,stable,3,inconsistent
Gym,Pulse Gym & Fitness,2025-11-24/2025-11-30,0.0032611918173731996,22.0,2,43.0,1.0,5584.0,0.003409427809072,-0.04166666666667129,stable,3,inconsistent
Gym,Pulse Gym & Fitness,2025-12-01/2025-12-07,0.0126000592943966,85.0,1,83.0,2.0,7870.0,0.006472971637513533,0.8985507246376889,improving,3,inconsistent
Gym,Pulse Gym & Fitness,2025-12-08/2025-12-14,0.005484731692855,37.0,1,37.0,0.0,5380.0,0.0071153276015416,0.09923664122137499,stable,3,inconsistent
Gym,Pulse Gym & Fitness,2025-12-29/2026-01-04,0.0111176993774088,75.0,1,71.0,4.0,8435.0,0.0097341634548868,0.3680555555555596,improving,3,inconsistent
Gym,Pulse Gym & Fitness,2026-01-05/2026-01-11,0.00607767565965015,41.0,2,82.0,0.0,8599.0,0.007560035576637984,-0.22335025380710538,declining,3,inconsistent
Gym,Pulse Gym & Fitness,2026-01-12/2026-01-18,0.0068929736139934,46.5,2,93.0,0.0,12838.0,0.008029449550350783,0.06209150326797164,stable,3,inconsistent
Gym,Pulse Gym & Fitness,2026-01-26/2026-02-01,0.0091906314853246,62.0,1,60.0,2.0,8053.0,0.007387093586322717,-0.08000000000000052,stable,3,inconsistent
Gym,Pulse Gym & Fitness,2026-02-09/2026-02-15,0.00088941595019265,6.0,2,10.0,2.0,6612.0,0.005657673683170216,-0.23411371237458534,declining,3,inconsistent
Gym,Pulse Gym & Fitness,2026-03-09/2026-03-15,0.0100800474355173,68.0,1,68.0,0.0,7431.0,0.0067200316236781825,0.18777292576419602,improving,3,inconsistent
Gym,Pulse Gym & Fitness,2026-03-23/2026-03-29,0.0053364957011562,36.0,1,35.0,1.0,4483.0,0.00543531969562205,-0.19117647058823672,declining,3,inconsistent
Gym,Pulse Gym & Fitness,2026-04-27/2026-05-03,0.039875481766973,269.0,1,269.0,0.0,34000.0,0.018430674967882168,2.390909090909114,improving,3,inconsistent
Gym,Xtreme Fitness Ramallah,2023-09-11/2023-09-17,0.0223214285714285,100.0,1,100.0,0.0,27300.0,0.0223214285714285,0.0,stable,3,inconsistent
Gym,Xtreme Fitness Ramallah,2025-07-14/2025-07-20,0.00625,28.0,1,28.0,0.0,5292.0,0.014285714285714249,-0.35999999999999954,declining,3,inconsistent
Gym,Xtreme Fitness Ramallah,2025-08-25/2025-08-31,0.0075892857142857,34.0,1,34.0,0.0,3106.0,0.0120535714285714,-0.1562499999999999,declining,3,inconsistent
Gym,Xtreme Fitness Ramallah,2025-10-20/2025-10-26,0.0089285714285714,40.0,1,40.0,0.0,9606.0,0.0075892857142857,-0.37037037037037,declining,3,inconsistent
Gym,Xtreme Fitness Ramallah,2025-12-01/2025-12-07,0.015625,70.0,1,70.0,0.0,5566.0,0.010714285714285699,0.4117647058823535,improving,3,inconsistent
Gym,Xtreme Fitness Ramallah,2025-12-22/2025-12-28,0.0546875,245.0,1,245.0,0.0,24200.0,0.026413690476190466,1.4652777777777803,improving,3,inconsistent
Gym,Xtreme Fitness Ramallah,2025-12-29/2026-01-04,0.0205357142857142,92.0,1,92.0,0.0,12000.0,0.030282738095238067,0.14647887323943598,improving,3,inconsistent
Gym,Xtreme Fitness Ramallah,2026-02-02/2026-02-08,0.0158482142857142,71.0,1,70.0,1.0,22900.0,0.0303571428571428,0.0024570024570016447,stable,3,inconsistent
Influencers,Ahmed Sh Ajwa,2025-12-29/2026-01-04,0.0002969333333333,4454.0,1,4304.0,150.0,291000.0,0.0002969333333333,0.0,stable,1,stable
Influencers,Al Jazeera English,2024-12-16/2024-12-22,0.0051454545454545,5660.0,1,5550.0,110.0,133000.0,0.0051454545454545,0.0,stable,2,stable
Influencers,Al Jazeera English,2025-01-13/2025-01-19,0.0124363636363636,13680.0,1,13500.0,180.0,206000.0,0.00879090909090905,0.708480565371032,improving,2,improving
Influencers,FPAIspal,2026-02-23/2026-03-01,0.0302554545454545,33281.0,1,32200.0,1081.0,0.0,0.0302554545454545,0.0,stable,1,stable
Influencers,Fekreebrahem,2025-01-20/2025-01-26,0.0012354545454545,1359.0,1,1344.0,15.0,44600.0,0.0012354545454545,0.0,stable,3,inconsistent
Influencers,Fekreebrahem,2026-02-02/2026-02-08,0.0014936363636363,1643.0,1,1601.0,42.0,0.0,0.0013645454545454,0.1044885945548164,improving,3,inconsistent
Influencers,Fekreebrahem,2026-02-16/2026-02-22,0.000680909090909,749.0,1,737.0,12.0,0.0,0.0011366666666666,-0.16699977792584286,declining,3,inconsistent
Influencers,Gintifada,2026-02-16/2026-02-22,0.0036890909090909,4058.0,1,4004.0,54.0,0.0,0.0036890909090909,0.0,stable,1,stable
Influencers,Hamdan ElDahdouh,2025-02-03/2025-02-09,0.0042672727272727,4694.0,1,4634.0,60.0,191000.0,0.0042672727272727,0.0,stable,2,stable
Influencers,Hamdan ElDahdouh,2026-02-02/2026-02-08,0.0237454545454545,26120.0,1,25100.0,1020.0,0.0,0.0140063636363636,2.282275244993621,improving,2,improving
Influencers,Hind Khoudary,2026-03-09/2026-03-15,0.0083663636363636,9203.0,1,9139.0,64.0,0.0,0.0083663636363636,0.0,stable,1,stable
Influencers,MIFTAH,2024-12-23/2024-12-29,0.001370909090909,1508.0,1,1490.0,18.0,41800.0,0.001370909090909,0.0,stable,1,stable
Influencers,Moath Kahlout,2026-03-09/2026-03-15,0.000990909090909,1090.0,1,1078.0,12.0,0.0,0.000990909090909,0.0,stable,1,stable
Influencers,Motaz Azaiza,2025-12-22/2025-12-28,0.018942,284130.0,1,277000.0,7130.0,10700000.0,0.018942,0.0,stable,3,inconsistent
Influencers,Motaz Azaiza,2025-12-29/2026-01-04,0.003246,48690.0,3,144700.0,1370.0,4417000.0,0.011094,-0.41431738992714606,declining,3,inconsistent
Influencers,Motaz Azaiza,2026-01-05/2026-01-11,0.0017,25500.0,1,24900.0,600.0,1000000.0,0.007962666666666667,-0.2822546721951805,declining,3,inconsistent
Influencers,Motaz Azaiza,2026-01-19/2026-01-25,0.00105966666666665,15895.0,2,31500.0,290.0,2300000.0,0.0020018888888888834,-0.7485906452333118,declining,3,inconsistent
Influencers,Motaz Azaiza,2026-01-26/2026-02-01,0.00611199999999995,91680.0,2,178800.0,4560.0,7500000.0,0.0029572222222221996,0.4772159627018855,improving,3,inconsistent
Influencers,Motaz Azaiza,2026-02-02/2026-02-08,0.0016913333333333,25370.0,1,24500.0,870.0,694000.0,0.0029543333333332997,-0.0009768927296675,stable,3,inconsistent
Influencers,Motaz Azaiza,2026-02-09/2026-02-15,0.0007184,10776.0,1,10700.0,76.0,828000.0,0.0028405777777777493,-0.038504644777914376,stable,3,inconsistent
Influencers,Motaz Azaiza,2026-02-16/2026-02-22,0.0006490666666666,9736.0,1,9386.0,350.0,947000.0,0.0010195999999999662,-0.6410589394958854,declining,3,inconsistent
Influencers,Motaz Azaiza,2026-02-23/2026-03-01,0.00297506666666665,44626.0,2,88400.0,852.0,3700000.0,0.001447511111111083,0.4196852796303756,improving,3,inconsistent
Influencers,Motaz Azaiza,2026-03-02/2026-03-08,0.0019326666666666,28990.0,1,27900.0,1090.0,2000000.0,0.0018522666666666162,0.2796217261813281,improving,3,inconsistent
Influencers,Motaz Azaiza,2026-03-09/2026-03-15,0.0067328,100992.0,1,99000.0,1992.0,2000000.0,0.003880177777777749,1.094826758806069,improving,3,inconsistent
Influencers,Motaz Azaiza,2026-03-23/2026-03-29,0.0008293333333333,12440.0,2,24637.0,243.0,1288000.0,0.003164933333333299,-0.18433290570879057,declining,3,inconsistent
Influencers,Motaz Azaiza,2026-04-27/2026-05-03,0.01018866666666665,152830.0,2,297100.0,8560.0,12659000.0,0.005916933333333316,0.8695285840670832,improving,3,inconsistent
Influencers,Motaz Foundation,2025-12-15/2025-12-21,0.0008173333333333,12260.0,1,12100.0,160.0,638000.0,0.0008173333333333,0.0,stable,3,inconsistent
Influencers,Motaz Foundation,2025-12-22/2025-12-28,0.0017417666666666,26126.5,2,51100.0,1153.0,2230000.0,0.00127954999999995,0.5655179445350762,improving,3,inconsistent
Influencers,Motaz Foundation,2026-01-26/2026-02-01,0.0008106666666666,12160.0,1,12000.0,160.0,517000.0,0.0011232555555555001,-0.12214797737052563,declining,3,inconsistent
Influencers,Motaz Foundation,2026-02-16/2026-02-22,0.0006563333333333,9845.0,2,19446.0,244.0,1327000.0,0.0010695888888888332,-0.04777778876876004,stable,3,inconsistent
Influencers,Motaz Foundation,2026-02-23/2026-03-01,0.00035589999999995,5338.5,2,10533.0,144.0,1009000.0,0.0006076333333332834,-0.4319001069985524,declining,3,inconsistent
Influencers,Motaz Foundation,2026-03-09/2026-03-15,0.0011774,17661.0,1,17400.0,261.0,848000.0,0.0007298777777777501,0.20118126794307423,improving,3,inconsistent
Influencers,Motaz Foundation,2026-03-16/2026-03-22,0.0016113333333333,24170.0,1,23900.0,270.0,922000.0,0.0010482111111110833,0.43614608229690033,improving,3,inconsistent
Influencers,Nour Alsaqa,2024-12-23/2024-12-29,0.0284090909090909,31250.0,1,30400.0,850.0,574000.0,0.0284090909090909,0.0,stable,2,stable
Influencers,Nour Alsaqa,2024-12-30/2025-01-05,0.1299090909090909,142900.0,1,140000.0,2900.0,2300000.0,0.0791590909090909,1.7864000000000004,improving,2,improving
Influencers,Plestia Alaqad,2024-12-23/2024-12-29,0.0096454545454545,10610.0,1,10500.0,110.0,342000.0,0.0096454545454545,0.0,stable,1,stable
Influencers,The Tatreez Grove,2026-02-09/2026-02-15,0.0022445454545454,2469.0,1,2411.0,58.0,0.0,0.0022445454545454,0.0,stable,1,stable
Influencers,Yalda Hakim and Motaz Azaiza,2026-01-19/2026-01-25,0.0001484,2226.0,1,2185.0,41.0,322000.0,0.0001484,0.0,stable,1,stable
Influencers,aburob,2025-12-01/2025-12-07,0.0240350877192982,137000.0,2,257300.0,16700.0,8300000.0,0.0240350877192982,0.0,stable,3,inconsistent
Influencers,aburob,2025-12-22/2025-12-28,0.00981491228070175,55945.0,2,109500.0,2390.0,5200000.0,0.016924999999999975,-0.29582116788321144,declining,3,inconsistent
Influencers,aburob,2025-12-29/2026-01-04,0.0380350877192982,216800.0,1,215000.0,1800.0,3200000.0,0.023961695906432715,0.41575751293546537,improving,3,inconsistent
Influencers,aburob,2026-01-12/2026-01-18,0.035070175438596446,199900.0,2,396600.0,3200.0,21800000.0,0.02764005847953213,0.15351010994643044,improving,3,inconsistent
Influencers,aburob,2026-01-19/2026-01-25,0.0237368421052631,135300.0,1,134000.0,1300.0,4800000.0,0.03228070175438592,0.1678955664399282,improving,3,inconsistent
Influencers,aburob,2026-01-26/2026-02-01,0.013847953216374234,78933.33333333333,3,233100.0,3700.0,9800000.0,0.024218323586744594,-0.2497584541062805,declining,3,inconsistent
Influencers,aburob,2026-02-02/2026-02-08,0.060598245614035,345410.0,2,680000.0,10820.0,28700000.0,0.03272768031189078,0.3513602704443015,improving,3,inconsistent
Influencers,aburob,2026-02-16/2026-02-22,0.03384210526315785,192900.0,2,371000.0,14800.0,18800000.0,0.036096101364522355,0.10292269481157645,improving,3,inconsistent
Influencers,aburob,2026-02-23/2026-03-01,0.01835964912280695,104650.0,2,204100.0,5200.0,5900000.0,0.03759999999999993,0.04166374147418894,stable,3,inconsistent
Influencers,aburob,2026-03-02/2026-03-08,0.0079649122807017,45400.0,1,44200.0,1200.0,3200000.0,0.0200555555555555,-0.4666075650118209,declining,3,inconsistent
Influencers,aburob,2026-03-09/2026-03-15,0.0273333333333333,155800.0,2,296400.0,15200.0,10000000.0,0.01788596491228065,-0.10817903484472957,declining,3,inconsistent
Influencers,aburob,2026-03-16/2026-03-22,0.010766081871344967,61366.666666666664,3,181000.0,3100.0,6400000.0,0.01535477582845999,-0.1415181733965455,declining,3,inconsistent
Influencers,aburob,2026-03-23/2026-03-29,0.0153131578947368,87285.0,2,166100.0,8470.0,4700000.0,0.017804191033138354,0.15952139139266275,improving,3,inconsistent
Influencers,aburob,2026-03-30/2026-04-05,0.016364035087719248,93275.0,2,182300.0,4250.0,6000000.0,0.014147758284600338,-0.20536921569378908,declining,3,inconsistent
Influencers,aburob,2026-04-13/2026-04-19,0.0027157894736842,15480.0,1,14300.0,1180.0,1300000.0,0.011464327485380081,-0.1896718013723162,declining,3,inconsistent
Influencers,aburob,2026-04-20/2026-04-26,0.0058456140350876505,33320.0,2,65100.0,1540.0,3600000.0,0.008308479532163699,-0.27527545398898345,declining,3,inconsistent
Influencers,aburob,2026-05-04/2026-05-10,0.0032105263157894,18300.0,1,18000.0,300.0,948000.0,0.003923976608187083,-0.5277142354390324,declining,3,inconsistent
Influencers,ahmedalhenawi1,2025-12-01/2025-12-07,0.0132578947368421,75570.0,1,74800.0,770.0,2700000.0,0.0132578947368421,0.0,stable,1,stable
Supermarkets,Bravo Supermarket,2026-04-27/2026-05-03,0.001555555555555507,28.0,8,218.0,6.0,47533.0,0.001555555555555507,0.0,stable,1,stable
Supermarkets,Family Market PS,2026-04-06/2026-04-12,0.7455546147332769,1761.0,1,1678.0,83.0,274000.0,0.7455546147332769,0.0,stable,2,stable
Supermarkets,Family Market PS,2026-04-13/2026-04-19,0.4870448772226926,1150.4,5,5664.0,88.0,269400.0,0.6162997459779848,-0.17336740488358893,declining,2,declining
Supermarkets,Family Market PS,2026-04-20/2026-04-26,0.4987298899237934,1178.0,5,5839.0,51.0,264000.0,0.5771097939599209,-0.06358910947768548,stable,2,stable
Supermarkets,Family Market PS,2026-04-27/2026-05-03,0.6104995766299744,1442.0,3,4309.0,17.0,179512.0,0.5320914479254868,-0.07800655352863506,stable,2,stable
Supermarkets,Family Market PS,2026-05-04/2026-05-10,0.624047417442845,1474.0,2,2875.0,73.0,77200.0,0.5777589613322043,0.08582643751326113,stable,2,stable
Supermarkets,Jumbo Supermarket,2026-03-16/2026-03-22,0.015786936611231567,87.33333333333333,3,222.0,40.0,27375.0,0.015786936611231567,0.0,stable,2,stable
Supermarkets,Jumbo Supermarket,2026-04-06/2026-04-12,0.007411424439624,41.0,1,40.0,1.0,6406.0,0.011599180525427783,-0.26526717557251844,declining,2,declining
Supermarkets,Jumbo Supermarket,2026-04-13/2026-04-19,0.007411424439624,41.0,1,40.0,1.0,6535.0,0.010203261830159856,-0.12034632034631998,declining,2,declining
