business_name,sector,followers_count,post_date,posting_hour,day_of_week,month,post_type,caption_text,caption_length,hashtags_count,emoji_count,likes_count,comments_count,views_count,language,CTA_present,promo_post,discount_percent,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style,sponsored,kind,engagement,engagement_rate,like_rate,comment_rate,view_rate,view_engagement_rate,week,is_video,is_reel,posting_time_bin,caption_length_bin,hashtags_count_bin,emoji_count_bin,engagement_level,business_size_bin,high_engagement,high_view_rate,high_comment_rate,anomaly_label,anomaly_type,best_method,best_setting,anomaly_detection_scope,anomaly_strength
REXOS Café & Restaurant,Cafes/Restaurants,42000.0,2025-07-09,0.0,Wednesday,7,Image,التوجيهي خلص، والخصم بلش! 🤩 قررنا بريكسوس نكافئ كل طلاب التوجيهي ونعطيهم خصم 15% على الفاتورة 💯 بعد التعب، تعالو انبسطوا بأشهى الأكلات وخصم مرتب 😍 📍 موقعنا نابلس رفيديا الشارع الرئيسي,208,0,6,1.0,0.0,0.0,Arabic,True,True,15.0,True,False,False,True,0.0,,1.0,2.380952380952381e-05,2.380952380952381e-05,0.0,0.0,0.0,2025-07-07/2025-07-13,0,0,night,long,none,many,low,medium,0,0,0,-1,negative_anomaly,isolation_forest,contamination=0.05,sector_based,-2.380952380952381e-05
