source_row,view_rate,view_rate_bin,hashtags,transaction,hashtag_count
595,1.1666172546694338,high_view_rate,hashtag=pulsegym|hashtag=askthecoach|hashtag=gymtips|hashtag=fitlife,hashtag=pulsegym|hashtag=askthecoach|hashtag=gymtips|hashtag=fitlife|high_view_rate,4
602,5.401785714285714,high_view_rate,hashtag=newyear|hashtag=workout|hashtag=gymlife,hashtag=newyear|hashtag=workout|hashtag=gymlife|high_view_rate,3
603,1.2424107142857144,high_view_rate,hashtag=xtreme_fitness💪2025💪|hashtag=gym|hashtag=fitnessgoal,hashtag=xtreme_fitness💪2025💪|hashtag=gym|hashtag=fitnessgoal|high_view_rate,3
604,2.1441964285714286,high_view_rate,hashtag=fitnesslife|hashtag=xtreme_fitness💪2025💪|hashtag=loveyourself|hashtag=ramallah_city|hashtag=fitnessgoal|hashtag=fitnessmodel,hashtag=fitnesslife|hashtag=xtreme_fitness💪2025💪|hashtag=loveyourself|hashtag=ramallah_city|hashtag=fitnessgoal|hashtag=fitnessmodel|high_view_rate,6
605,0.6933035714285715,high_view_rate,hashtag=gym|hashtag=goals|hashtag=fitnessmodel|hashtag=ramallah_city,hashtag=gym|hashtag=goals|hashtag=fitnessmodel|hashtag=ramallah_city|high_view_rate,4
606,1.18125,high_view_rate,hashtag=xtreme_fitness💪2025💪|hashtag=gym|hashtag=fitness,hashtag=xtreme_fitness💪2025💪|hashtag=gym|hashtag=fitness|high_view_rate,3
610,0.2767534345625452,avg_view_rate,hashtag=لنظافة_المنزل|hashtag=تعقيم|hashtag=ثقة|hashtag=جمالية,hashtag=لنظافة_المنزل|hashtag=تعقيم|hashtag=ثقة|hashtag=جمالية|avg_view_rate,4
616,2.4222704266088213,high_view_rate,hashtag=رمضان|hashtag=فعاليات|hashtag=جوائز|hashtag=عروض|hashtag=jumbo,hashtag=رمضان|hashtag=فعاليات|hashtag=جوائز|hashtag=عروض|hashtag=jumbo|high_view_rate,5
617,1.7067968185104845,high_view_rate,hashtag=فعاليات_رمضان|hashtag=عروض|hashtag=jumbo|hashtag=مشروب_فيدا,hashtag=فعاليات_رمضان|hashtag=عروض|hashtag=jumbo|hashtag=مشروب_فيدا|high_view_rate,4
620,0.4707874682472481,avg_view_rate,hashtag=نابلس|hashtag=منشات|hashtag=ابو_يحيى|hashtag=خيرات,hashtag=نابلس|hashtag=منشات|hashtag=ابو_يحيى|hashtag=خيرات|avg_view_rate,4
623,7.790008467400508,high_view_rate,hashtag=ابو_يحيى|hashtag=خيرات,hashtag=ابو_يحيى|hashtag=خيرات|high_view_rate,2
626,1.9833134684147795,high_view_rate,hashtag=reels|hashtag=شعيرية_الدجاج|hashtag=نابلس|hashtag=الخليل|hashtag=رام_الله|hashtag=طولكرم|hashtag=جنين|hashtag=طوباس|hashtag=قلقيلية|hashtag=غزة,hashtag=reels|hashtag=شعيرية_الدجاج|hashtag=نابلس|hashtag=الخليل|hashtag=رام_الله|hashtag=طولكرم|hashtag=جنين|hashtag=طوباس|hashtag=قلقيلية|hashtag=غزة|high_view_rate,10
629,0.5411203814064363,avg_view_rate,hashtag=رامن|hashtag=كوري|hashtag=reelsinstagram,hashtag=رامن|hashtag=كوري|hashtag=reelsinstagram|avg_view_rate,3
632,0.1799761620977354,avg_view_rate,hashtag=تايجر,hashtag=تايجر|avg_view_rate,1
648,0.011555555555555555,low_view_rate,hashtag=برافو|hashtag=منتجات_الضيف|hashtag=مش_أي_سوبرماركت,hashtag=برافو|hashtag=منتجات_الضيف|hashtag=مش_أي_سوبرماركت|low_view_rate,3
666,0.19375259443752593,avg_view_rate,hashtag=اكسبلور|hashtag=ترند,hashtag=اكسبلور|hashtag=ترند|avg_view_rate,2
667,0.06714404317144043,low_view_rate,hashtag=ramadhkareem|hashtag=ramadh_kareem|hashtag=اكسبلور|hashtag=رمضان_كريم,hashtag=ramadhkareem|hashtag=ramadh_kareem|hashtag=اكسبلور|hashtag=رمضان_كريم|low_view_rate,4
668,0.07440846824408469,low_view_rate,hashtag=بك|hashtag=اكسبلور,hashtag=بك|hashtag=اكسبلور|low_view_rate,2
670,0.30666251556662516,avg_view_rate,hashtag=supermarket25st,hashtag=supermarket25st|avg_view_rate,1
671,0.08852220838522208,avg_view_rate,hashtag=supermarket25st,hashtag=supermarket25st|avg_view_rate,1
673,0.3089456205894562,avg_view_rate,hashtag=لوتس|hashtag=كنذر|hashtag=فيريرو_روشيه|hashtag=اوريو|hashtag=supermarket25st,hashtag=لوتس|hashtag=كنذر|hashtag=فيريرو_روشيه|hashtag=اوريو|hashtag=supermarket25st|avg_view_rate,5
