cluster_id,businesses,followers_count,engagement_rate_mean,view_rate_mean,comment_rate_mean,promo_share,discount_mean,cluster_label
4,2,2021.5,0.21149452251216672,1.465427679143274,0.01783175602203465,0.4222222222222222,10.48611111111111,community storytellers
6,3,6353.0,0.20213006625612273,1.786096140927558,0.016298673637521185,0.14021592442645073,3.742577597840756,reach-focused brands
5,6,14495.0,0.14741263119177692,1.3800812097776625,0.012473746968037576,0.34624652663868344,9.322744312940392,discount-driven sellers
3,2,2024.25,0.14662883096441878,1.5427892502883973,0.013710565596716469,0.29910714285714285,6.502976190476191,passive businesses
1,5,46163.5,0.14086122106091348,1.2390943567077806,0.01176946891475093,0.2635763203781031,5.466465722938558,conversion-tactical players
2,7,2265.1428571428573,0.13077016929678398,1.3121212552229864,0.011455316304187524,0.13156565656565658,3.6444805194805197,video-first builders
7,1,4330.0,0.12275582715312065,1.0633224577754266,0.014633641275508091,0.36363636363636365,9.545454545454545,niche loyalty brands
0,14,8022.571428571428,0.10267821677012827,1.0723031414726314,0.008517580450494734,0.2849694477354082,6.92435520712535,emerging challengers
